Token	POS-Tag	OOV	Id	Index	Documento
que	PRON	0	18	9	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
não	ADV	0	18	10	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
estão	AUX	0	18	11	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
disponíveis	ADJ	0	18	12	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
localmente	ADV	0	18	13	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
.	PUNCT	0	18	14	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
A	DET	0	19	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
curadoria	NOUN	1	19	1	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
digital	ADJ	0	19	2	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
envolve	VERB	0	19	3	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
a	DET	0	19	4	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
seleção	NOUN	0	19	5	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
e	CCONJ	0	19	6	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
manutenção	NOUN	0	19	7	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
de	ADP	0	19	8	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
ativos	NOUN	0	19	9	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
digitais	ADJ	0	19	10	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
a	ADP	0	19	11	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
longo	ADJ	0	19	12	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
prazo	NOUN	0	19	13	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
.	PUNCT	0	19	14	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
O	DET	0	20	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
código	NOUN	0	20	1	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
de	ADP	0	20	2	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
ética	NOUN	0	20	3	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
profissional	ADJ	0	20	4	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
do	ADP	0	20	5	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
bibliotecário	NOUN	1	20	6	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
orienta	VERB	0	20	7	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
a	DET	0	20	8	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
conduta	NOUN	0	20	9	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
técnica	ADJ	0	20	10	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
e	CCONJ	0	20	11	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
social	ADJ	0	20	12	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
da	ADP	0	20	13	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
categoria	NOUN	0	20	14	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
.	PUNCT	0	20	15	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
A	DET	0	21	0	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
normalização	NOUN	1	21	1	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
documentária	ADJ	1	21	2	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
segue	VERB	0	21	3	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
as	DET	0	21	4	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
diretrizes	NOUN	0	21	5	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
da	ADP	0	21	6	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
ABNT	PROPN	1	21	7	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
para	ADP	0	21	8	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
trabalhos	NOUN	0	21	9	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
acadêmicos	ADJ	0	21	10	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
no	ADP	0	21	11	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
Brasil	PROPN	0	21	12	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
.	PUNCT	0	21	13	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
O	DET	0	22	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
bibliotecário	NOUN	1	22	1	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
de	ADP	0	22	2	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
dados	NOUN	0	22	3	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
trabalha	VERB	0	22	4	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
com	ADP	0	22	5	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
a	DET	0	22	6	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
organização	NOUN	0	22	7	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
e	CCONJ	0	22	8	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
preservação	NOUN	0	22	9	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
de	ADP	0	22	10	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
conjuntos	NOUN	0	22	11	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
de	ADP	0	22	12	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
dados	NOUN	0	22	13	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
de	ADP	0	22	14	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
pesquisa	NOUN	0	22	15	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
.	PUNCT	0	22	16	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
As	DET	0	23	0	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
bibliotecas	NOUN	0	23	1	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
especializadas	VERB	0	23	2	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
atendem	VERB	1	23	3	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
a	ADP	0	23	4	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
demandas	NOUN	0	23	5	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
de	ADP	0	23	6	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
áreas	NOUN	0	23	7	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
específicas	ADJ	0	23	8	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
como	ADP	0	23	9	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
medicina	NOUN	0	23	10	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
e	CCONJ	0	23	11	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
direito	NOUN	0	23	12	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
.	PUNCT	0	23	13	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
A	DET	0	24	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
acessibilidade	NOUN	1	24	1	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
em	ADP	0	24	2	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
bibliotecas	NOUN	0	24	3	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
garante	VERB	0	24	4	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
que	SCONJ	0	24	5	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
pessoas	NOUN	0	24	6	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
com	ADP	0	24	7	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
deficiência	NOUN	0	24	8	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
tenham	VERB	0	24	9	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
pleno	ADJ	0	24	10	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
acesso	NOUN	0	24	11	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
à	ADP	0	24	12	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
informação	NOUN	0	24	13	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
.	PUNCT	0	24	14	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
O	DET	0	25	0	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
desenvolvimento	NOUN	0	25	1	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
de	ADP	0	25	2	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
coleções	NOUN	0	25	3	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
deve	VERB	0	25	4	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
considerar	VERB	0	25	5	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
o	DET	0	25	6	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
perfil	NOUN	0	25	7	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
da	ADP	0	25	8	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
comunidade	NOUN	0	25	9	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
atendida	VERB	1	25	10	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
pela	ADP	0	25	11	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
instituição	NOUN	0	25	12	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
.	PUNCT	0	25	13	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
O	DET	0	26	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
marketing	NOUN	0	26	1	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
em	ADP	0	26	2	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
bibliotecas	NOUN	0	26	3	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
ajuda	VERB	0	26	4	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
a	SCONJ	0	26	5	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
promover	VERB	0	26	6	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
os	DET	0	26	7	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
serviços	NOUN	0	26	8	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
e	CCONJ	0	26	9	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
atrair	VERB	0	26	10	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
novos	ADJ	0	26	11	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
tipos	NOUN	0	26	12	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
de	ADP	0	26	13	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
usuários	NOUN	0	26	14	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
.	PUNCT	0	26	15	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
A	DET	0	27	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
bibliometria	NOUN	1	27	1	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
utiliza	VERB	0	27	2	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
métodos	NOUN	0	27	3	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
estatísticos	ADJ	1	27	4	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
para	SCONJ	0	27	5	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
analisar	VERB	0	27	6	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
a	DET	0	27	7	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
produção	NOUN	0	27	8	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
científica	ADJ	0	27	9	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
e	CCONJ	0	27	10	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
o	DET	0	27	11	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
impacto	NOUN	0	27	12	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
de	ADP	0	27	13	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
citações	NOUN	1	27	14	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
.	PUNCT	0	27	15	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
O	DET	0	28	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
Tesauro	PROPN	1	28	1	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
é	AUX	0	28	2	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
uma	DET	0	28	3	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
linguagem	NOUN	0	28	4	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
documental	ADJ	1	28	5	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
controlada	VERB	0	28	6	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
que	PRON	0	28	7	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
auxilia	VERB	0	28	8	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
na	ADP	0	28	9	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
representação	NOUN	0	28	10	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
temática	ADJ	0	28	11	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
de	ADP	0	28	12	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
textos	NOUN	0	28	13	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
.	PUNCT	0	28	14	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
As	DET	0	29	0	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
bibliotecas	NOUN	0	29	1	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
comunitárias	ADJ	1	29	2	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
surgem	VERB	0	29	3	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
como	ADP	0	29	4	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
iniciativas	NOUN	0	29	5	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
de	ADP	0	29	6	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
resistência	NOUN	0	29	7	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
cultural	ADJ	0	29	8	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
em	ADP	0	29	9	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
periferias	NOUN	1	29	10	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
urbanas	ADJ	0	29	11	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
.	PUNCT	0	29	12	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
A	DET	0	30	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
competência	NOUN	0	30	1	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
em	ADP	0	30	2	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
informação	NOUN	0	30	3	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
capacita	VERB	1	30	4	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
o	DET	0	30	5	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
cidadão	NOUN	0	30	6	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
a	SCONJ	0	30	7	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
avaliar	VERB	0	30	8	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
criticamente	ADV	1	30	9	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
as	DET	0	30	10	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
fontes	NOUN	0	30	11	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
de	ADP	0	30	12	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
notícias	NOUN	0	30	13	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
.	PUNCT	0	30	14	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
